,buyer-count,player-count,accumulated-hours-played,player-frac-of-buyer,avg-hours-played,std-hours-played
Astro Lords,3,2,0.30000000000000004,0.6666666666666666,0.15000000000000002,0.07071067811865477
Astro Tripper,1,0,0.0,0.0,0.0,0.0
AstroPop Deluxe,1,0,0.0,0.0,0.0,0.0
Atari 80 Classic Games in One!,2,0,0.0,0.0,0.0,0.0
Atlantica Online,18,1,8.2,0.05555555555555555,8.2,0.0
Atom Zombie Smasher ,27,19,110.80000000000001,0.7037037037037037,5.831578947368421,12.41321216516136
Attrition Nuclear Domination,3,0,0.0,0.0,0.0,0.0
Audiosurf,91,80,647.9,0.8791208791208791,8.098749999999999,19.116216813301854
Audiosurf 2,7,7,110.30000000000001,1.0,15.757142857142858,17.89169799496004
Audition Online,28,5,10.299999999999999,0.17857142857142858,2.0599999999999996,3.4478979103215917
Auditorium,3,2,0.9,0.6666666666666666,0.45,0.4949747468305833
Aura Fate of the Ages,3,3,10.799999999999999,1.0,3.5999999999999996,4.3
Aura Kingdom,135,41,209.39999999999998,0.3037037037037037,5.107317073170731,7.869891684257873
Aura Kingdom - Winter Gift,8,0,0.0,0.0,0.0,0.0
Autobahn Police Simulator,2,2,1.9000000000000001,1.0,0.9500000000000001,0.21213203435596428
Autocraft,1,1,5.1,1.0,5.1,0.0
Automation - The Car Company Tycoon Game,2,2,12.4,1.0,6.2,0.9899494936611668
Avadon 2 The Corruption,5,1,2.9,0.2,2.9,0.0
Avadon The Black Fortress,11,3,1.0,0.2727272727272727,0.3333333333333333,0.32145502536643183
Avencast,18,0,0.0,0.0,0.0,0.0
Avernum 2 Crystal Souls,1,0,0.0,0.0,0.0,0.0
Avernum 4,5,1,228.0,0.2,228.0,0.0
Avernum 5,5,1,222.0,0.2,222.0,0.0
Avernum 6,5,1,80.0,0.2,80.0,0.0
Avernum Escape From the Pit,8,3,257.0,0.375,85.66666666666667,69.83074776438625
Aveyond 3-1 Lord of Twilight,5,1,1.2,0.2,1.2,0.0
Aveyond 3-2 Gates of Night,11,2,0.6,0.18181818181818182,0.3,0.0
Avoid Sensory Overload,1,0,0.0,0.0,0.0,0.0
Awesomenauts,104,68,1504.7,0.6538461538461539,22.12794117647059,49.20776496663319
Axel & Pixel,1,0,0.0,0.0,0.0,0.0
Axiom Verge,5,4,30.299999999999997,0.8,7.574999999999999,7.949999999999999
Axiom Verge Original Soundtrack,1,0,0.0,0.0,0.0,0.0
Axis Game Factory's AGFPRO - Drone Kombat FPS Multi-Player DLC,4,0,0.0,0.0,0.0,0.0
Axis Game Factory's AGFPRO - Zombie Survival Pack DLC,4,0,0.0,0.0,0.0,0.0
Axis Game Factory's AGFPRO 3.0,15,5,11.2,0.3333333333333333,2.2399999999999998,4.457353474877216
Azure Striker Gunvolt,1,1,5.5,1.0,5.5,0.0
B.U.T.T.O.N.,1,1,0.1,1.0,0.1,0.0
BAD END,1,1,3.8,1.0,3.8,0.0
BEEP,22,8,11.399999999999999,0.36363636363636365,1.4249999999999998,1.408900280360537
BIT.TRIP BEAT,17,13,21.599999999999998,0.7647058823529411,1.6615384615384614,1.649514303029057
BIT.TRIP CORE,4,1,0.1,0.25,0.1,0.0
BIT.TRIP FATE,4,2,0.5,0.5,0.25,0.07071067811865474
BIT.TRIP FATE Original Soundtrack,3,0,0.0,0.0,0.0,0.0
BIT.TRIP FLUX,3,0,0.0,0.0,0.0,0.0
BIT.TRIP FLUX Soundtrack,3,0,0.0,0.0,0.0,0.0
BIT.TRIP Presents... Runner2 Future Legend of Rhythm Alien,37,26,61.6,0.7027027027027027,2.3692307692307693,4.533322775251657
BIT.TRIP RUNNER,60,40,73.6,0.6666666666666666,1.8399999999999999,2.647088385958603
BIT.TRIP VOID,4,1,0.4,0.25,0.4,0.0
BLOCKADE 3D,209,120,682.0,0.5741626794258373,5.683333333333334,14.756006230954064
BRAINPIPE A Plunge to Unhumanity,4,3,5.6,0.75,1.8666666666666665,2.9737742572921255
BRINK,39,32,237.49999999999997,0.8205128205128205,7.421874999999999,8.044342206312338
Babel Rising,2,2,0.4,1.0,0.2,0.0
Back to Bed,3,1,1.6,0.3333333333333333,1.6,0.0
Back to Dinosaur Island ,25,7,10.7,0.28,1.5285714285714285,3.6481567426643857
Back to the Future Ep 1 - It's About Time,32,11,25.3,0.34375,2.3000000000000003,1.0890362712049586
Back to the Future Ep 2 - Get Tannen!,32,6,13.200000000000001,0.1875,2.2,1.3520355024924458
Back to the Future Ep 3 - Citizen Brown,32,4,10.8,0.125,2.7,0.2160246899469288
Back to the Future Ep 4 - Double Visions,32,3,7.8,0.09375,2.6,0.3464101615137753
Back to the Future Ep 5 - OUTATIME,32,3,8.3,0.09375,2.766666666666667,0.5507570547286104
Bad Hotel,3,1,10.0,0.3333333333333333,10.0,0.0
Bad Mojo Redux,1,0,0.0,0.0,0.0,0.0
Bad Rats,32,13,29.299999999999997,0.40625,2.253846153846154,3.263590912020936
Badland Bandits,1,0,0.0,0.0,0.0,0.0
Baldur's Gate Enhanced Edition,28,23,3094.8999999999996,0.8214285714285714,134.5608695652174,544.6193096926684
Baldur's Gate II Enhanced Edition,17,9,4277.299999999999,0.5294117647058824,475.2555555555555,1284.233394978412
Ballad of Solar,1,1,10.1,1.0,10.1,0.0
Ballads of Reemus When the Bed Bites,1,0,0.0,0.0,0.0,0.0
Ballpoint Universe Infinite,9,3,3.0999999999999996,0.3333333333333333,1.0333333333333332,0.8504900548115382
Balls of Steel,3,0,0.0,0.0,0.0,0.0
Bang Bang Racing,2,0,0.0,0.0,0.0,0.0
Banished,93,87,2630.999999999999,0.9354838709677419,30.24137931034482,63.288732146251995
Bard to the Future,1,0,0.0,0.0,0.0,0.0
Bard's Gold,1,1,119.0,1.0,119.0,0.0
Bardbarian,7,2,13.899999999999999,0.2857142857142857,6.949999999999999,8.131727983645296
Basement,4,3,69.7,0.75,23.233333333333334,39.635379818204505
Bastion,141,107,651.9000000000003,0.7588652482269503,6.092523364485984,6.141011239548442
Batla,36,15,45.3,0.4166666666666667,3.02,6.229446203315348
Batla - Starter Pack,1,0,0.0,0.0,0.0,0.0
Batla - Tank,1,0,0.0,0.0,0.0,0.0
Batman Arkham Asylum,7,6,128.4,0.8571428571428571,21.400000000000002,28.729427422070216
Batman Arkham Asylum GOTY Edition,182,110,1394.3999999999999,0.6043956043956044,12.676363636363636,14.399789290460982
Batman Arkham City,37,29,655.4000000000001,0.7837837837837838,22.6,24.143765832434436
Batman Arkham City GOTY,212,109,2076.5999999999995,0.5141509433962265,19.051376146788986,25.43768935566577
Batman Arkham Knight,36,28,422.8,0.7777777777777778,15.1,16.138061749697115
Batman Arkham Origins,151,98,1951.8,0.6490066225165563,19.916326530612245,35.696428230683814
Batman Arkham Origins -  Online Supply Drop 1,42,0,0.0,0.0,0.0,0.0
Batman Arkham Origins - Infinite Earths Skins Pack,57,0,0.0,0.0,0.0,0.0
Batman Arkham Origins - Initiation,58,0,0.0,0.0,0.0,0.0
Batman Arkham Origins - New Millennium Skins Pack,63,0,0.0,0.0,0.0,0.0
Batman Arkham Origins - Online Supply Drop 2,41,0,0.0,0.0,0.0,0.0
Batman Arkham Origins Blackgate - Deluxe Edition,41,3,14.3,0.07317073170731707,4.766666666666667,6.351640208114226
Battle Academy,1,1,14.6,1.0,14.6,0.0
Battle Academy 2 Eastern Front,1,1,0.1,1.0,0.1,0.0
Battle Battalions,12,4,1.1,0.3333333333333333,0.275,0.04999999999999998
Battle Brothers,1,1,1.5,1.0,1.5,0.0
Battle Group 2,2,1,2.6,0.5,2.6,0.0
Battle Islands,22,11,383.59999999999997,0.5,34.87272727272727,109.5256690544193
Battle Los Angeles,1,1,4.1,1.0,4.1,0.0
Battle Mages,1,0,0.0,0.0,0.0,0.0
Battle Nations,20,8,1051.2,0.4,131.4,369.958379898527
Battle for Blood - Epic battles within 30 seconds!,3,0,0.0,0.0,0.0,0.0
Battle for Graxia,4,3,3.8,0.75,1.2666666666666666,0.6658328118479393
Battle of Empires  1914-1918,3,3,73.2,1.0,24.400000000000002,41.22474984763401
Battle vs Chess,2,1,5.0,0.5,5.0,0.0
BattleBlock Theater,125,106,625.7000000000002,0.848,5.902830188679247,6.875220620490173
BattleSpace,6,1,0.7,0.16666666666666666,0.7,0.0
Battlefield 2,19,14,191.3,0.7368421052631579,13.664285714285715,24.37664730979086
Battlefield Bad Company 2,120,111,6678.5999999999985,0.925,60.16756756756755,136.18514480606052
Battlefield Bad Company 2 Vietnam,40,0,0.0,0.0,0.0,0.0
Battlegrounds of Eldhelm,8,1,0.4,0.125,0.4,0.0
Battlepaths,13,10,53.199999999999996,0.7692307692307693,5.319999999999999,4.226582543852658
Battleplan American Civil War,1,1,3.1,1.0,3.1,0.0
Battlestations Midway,27,4,24.7,0.14814814814814814,6.175,4.939888662712956
Battlestations Pacific,19,10,153.20000000000002,0.5263157894736842,15.320000000000002,28.238264032258705
BeamNG.drive,19,18,123.3,0.9473684210526315,6.85,8.199444027063127
Beast Boxing Turbo,2,2,1.9,1.0,0.95,0.6363961030678927
Beasts of Prey,4,4,67.3,1.0,16.825,24.21822660724769
Beat Hazard,42,34,191.9,0.8095238095238095,5.644117647058824,6.907185155591135
Beat Hazard - Shadow Operations Unit,6,0,0.0,0.0,0.0,0.0
BeatBlasters III,1,0,0.0,0.0,0.0,0.0
Beatbuddy Tale of the Guardians,30,9,21.900000000000002,0.3,2.4333333333333336,3.2973474187595095
Bedlam,1,1,3.4,1.0,3.4,0.0
Before the Echo,15,10,19.199999999999996,0.6666666666666666,1.9199999999999995,3.7552333852608655
Bejeweled 2 Deluxe,3,3,2.4,1.0,0.7999999999999999,1.044030650891055
Bejeweled 3,31,14,213.69999999999996,0.45161290322580644,15.26428571428571,20.77137850108088
Bejeweled Deluxe,1,1,1.0,1.0,1.0,0.0
Bejeweled Twist,1,0,0.0,0.0,0.0,0.0
Belladonna,1,0,0.0,0.0,0.0,0.0
"Ben There, Dan That!",35,5,6.6,0.14285714285714285,1.3199999999999998,1.2235195135346228
Bermuda,4,2,3.8,0.5,1.9,1.2727922061357855
Besiege,94,91,1251.6,0.9680851063829787,13.753846153846153,54.147408489731504
Betrayer,18,6,14.499999999999998,0.3333333333333333,2.4166666666666665,1.692828008589965
Better Late Than DEAD,1,1,3.4,1.0,3.4,0.0
Between IGF Demo,2,0,0.0,0.0,0.0,0.0
Beware Planet Earth,3,1,2.2,0.3333333333333333,2.2,0.0
Beyond Divinity,28,2,1.5,0.07142857142857142,0.75,0.49497474683058335
Beyond Eyes,2,1,1.5,0.5,1.5,0.0
Beyond Good & Evil,10,3,14.2,0.3,4.733333333333333,7.259706146486463
Beyond Gravity,1,0,0.0,0.0,0.0,0.0
Beyond Space,2,1,12.6,0.5,12.6,0.0
BiT Evolution,2,0,0.0,0.0,0.0,0.0
Bientt l't,1,1,0.4,1.0,0.4,0.0
Bierzerkers,1,0,0.0,0.0,0.0,0.0
Big Brain Wolf,2,2,1.0,1.0,0.5,0.42426406871192857
Big Money! Deluxe,1,1,3.0,1.0,3.0,0.0
Big Pharma,3,3,28.4,1.0,9.466666666666667,14.353164575567764
Binary Domain,19,7,34.3,0.3684210526315789,4.8999999999999995,6.1081912216301815
Bio Menace,3,0,0.0,0.0,0.0,0.0
BioShock,224,143,1089.1999999999998,0.6383928571428571,7.616783216783215,13.826515585692817
BioShock 2,184,66,496.8,0.358695652173913,7.527272727272727,8.408631928506022
BioShock Infinite,296,212,3689.1000000000013,0.7162162162162162,17.40141509433963,29.078440212497796
BioShock Infinite - Season Pass,49,0,0.0,0.0,0.0,0.0
BioShock Infinite Burial at Sea - Episode 1,54,0,0.0,0.0,0.0,0.0
BioShock Infinite Burial at Sea - Episode 2,53,0,0.0,0.0,0.0,0.0
Biology Battle,3,0,0.0,0.0,0.0,0.0
Bionic Commando,3,1,1.2,0.3333333333333333,1.2,0.0
Bionic Commando Rearmed,19,4,1.0999999999999999,0.21052631578947367,0.27499999999999997,0.17078251276599332
Bionic Dues,14,6,10.8,0.42857142857142855,1.8,1.8286607121059937
Bird Assassin,1,0,0.0,0.0,0.0,0.0
Birth Of America,1,0,0.0,0.0,0.0,0.0
Bit Odyssey,1,0,0.0,0.0,0.0,0.0
Bitweb,2,0,0.0,0.0,0.0,0.0
Black Fire,9,2,2.9,0.2222222222222222,1.45,1.6263455967290592
Black Ice,1,1,1.1,1.0,1.1,0.0
Black Ink,3,3,239.3,1.0,79.76666666666667,129.27127806799672
Black Mesa,11,8,137.3,0.7272727272727273,17.1625,12.410472248410672
Black Mirror,5,2,1.6,0.4,0.8,0.1414213562373096
Black Mirror II,1,0,0.0,0.0,0.0,0.0
Black Sails,3,1,1.8,0.3333333333333333,1.8,0.0
Black Viper Sophia's Fate,2,1,0.2,0.5,0.2,0.0
BlackShadows,1,0,0.0,0.0,0.0,0.0
Blackguards,29,12,237.8,0.41379310344827586,19.816666666666666,34.381994054323194
Blackguards 2,12,3,83.5,0.25,27.833333333333332,35.817919165319104
Blackguards Untold Legends,3,0,0.0,0.0,0.0,0.0
Blacklight Retribution,176,81,1261.2000000000003,0.4602272727272727,15.570370370370373,35.21143083021635
Blacklight Tango Down,2,2,1.7999999999999998,1.0,0.8999999999999999,0.7071067811865475
Blackwell Convergence,4,1,0.3,0.25,0.3,0.0
Blackwell Deception,3,0,0.0,0.0,0.0,0.0
Blackwell Epiphany,2,0,0.0,0.0,0.0,0.0
Blackwell Unbound,4,0,0.0,0.0,0.0,0.0
Blade Kitten,2,0,0.0,0.0,0.0,0.0
Blade Symphony,14,12,133.4,0.8571428571428571,11.116666666666667,26.066935982488456
Blades of Time,16,6,48.699999999999996,0.375,8.116666666666665,11.99089932685062
Blake Stone Aliens of Gold,3,0,0.0,0.0,0.0,0.0
Blake Stone Planet Strike,3,0,0.0,0.0,0.0,0.0
Blast Em!,4,0,0.0,0.0,0.0,0.0
Blast Em! Source Code,2,0,0.0,0.0,0.0,0.0
BlastZone 2,1,0,0.0,0.0,0.0,0.0
Blaster Shooter GunGuy!,6,3,5.4,0.5,1.8,0.9643650760992954
BlazBlue Calamity Trigger,4,2,6.1,0.5,3.05,0.7778174593052025
BlazBlue Continuum Shift Extend,4,3,233.8,0.75,77.93333333333334,128.23339398664191
BlazeRush,2,1,0.1,0.5,0.1,0.0
Blazing Angels 2 Secret Missions of WWII,4,3,18.8,0.75,6.266666666666667,0.5859465277082317
Blazing Angels Squadrons of WWII,3,1,7.6,0.3333333333333333,7.6,0.0
Bleed,6,5,11.6,0.8333333333333334,2.32,1.5562776101968439
Blender 2.76b,57,18,15.900000000000002,0.3157894736842105,0.8833333333333334,1.2971688628792821
Blitzkrieg 2 Anthology,3,3,21.8,1.0,7.266666666666667,10.941815815180464
Blitzkrieg Anthology,5,3,8.5,0.6,2.8333333333333335,2.218858565419016
Blob From Space,3,2,5.8,0.6666666666666666,2.9,0.14142135623730964
Blob From Space - Please Don't Stop The Music,1,0,0.0,0.0,0.0,0.0
Block N Load,72,46,259.09999999999997,0.6388888888888888,5.6326086956521735,11.090237034794281
Block Story,1,1,15.7,1.0,15.7,0.0
Blockland,12,7,29.4,0.5833333333333334,4.2,3.6665151483845437
Blocks That Matter,21,15,33.199999999999996,0.7142857142857143,2.213333333333333,2.4962447987403187
Blockscape,1,1,0.5,1.0,0.5,0.0
Blockstorm,11,7,10.1,0.6363636363636364,1.4428571428571428,1.3439458605875743
Blood & Gold Caribbean!,1,0,0.0,0.0,0.0,0.0
Blood Bowl 2,6,6,247.70000000000002,1.0,41.28333333333334,73.87612379291882
Blood Bowl 2 - Lizardmen,4,0,0.0,0.0,0.0,0.0
Blood Bowl 2 - Wood Elves,3,0,0.0,0.0,0.0,0.0
Blood Bowl Chaos Edition,15,13,1222.1999999999998,0.8666666666666667,94.0153846153846,241.24281628735895
Blood Bowl Dark Elves Edition,2,1,13.9,0.5,13.9,0.0
Blood Bowl Legendary Edition,37,17,469.40000000000003,0.4594594594594595,27.611764705882354,64.78361948009062
Blood Knights,3,2,5.0,0.6666666666666666,2.5,2.9698484809834995
Blood Omen 2 Legacy of Kain,12,2,2.9,0.16666666666666666,1.45,1.6263455967290592
Blood One Unit Whole Blood,3,3,3.5,1.0,1.1666666666666667,1.0969655114602888
Blood of Old,13,4,15.1,0.3076923076923077,3.775,1.6459546368799678
Blood of the Werewolf,2,1,0.5,0.5,0.5,0.0
BloodLust Shadowhunter,1,1,0.3,1.0,0.3,0.0
BloodRayne,2,1,6.6,0.5,6.6,0.0
BloodRayne 2,3,2,5.8,0.6666666666666666,2.9,1.4142135623730951
BloodRayne Betrayal,4,2,3.3000000000000003,0.5,1.6500000000000001,2.0506096654409878
BloodRealm Battlegrounds,12,3,4.8999999999999995,0.25,1.633333333333333,2.2368132093076825
Bloodbath Kavkaz,1,1,4.9,1.0,4.9,0.0
Bloodline Champions,52,24,290.5,0.46153846153846156,12.104166666666666,27.886625735781234
Bloodsports.TV,2,0,0.0,0.0,0.0,0.0
Bloodsports.TV - Blood Brawl,2,0,0.0,0.0,0.0,0.0
Bloodwood Reload,6,1,0.2,0.16666666666666666,0.2,0.0
Bloody Good Time,7,3,28.6,0.42857142857142855,9.533333333333333,13.397885405291886
Bloody Trapland,13,13,18.299999999999997,1.0,1.4076923076923076,1.2605961145833204
Bloons TD5,8,8,169.6,1.0,21.2,25.09308385079158
Bloop,16,0,0.0,0.0,0.0,0.0
Blue Estate Digital Comic,1,0,0.0,0.0,0.0,0.0
Blue Rose,1,1,3.2,1.0,3.2,0.0
Blue Toad Murder Files - The Mysteries of Little Riddle,4,0,0.0,0.0,0.0,0.0
Blur,8,7,50.0,0.875,7.142857142857143,8.01038017051566
Bob Came in Pieces,4,4,2.3,1.0,0.575,0.18929694486000906
Bob Was Hungry,2,2,13.0,1.0,6.5,6.505382386916237
Boid,3,1,8.9,0.3333333333333333,8.9,0.0
Bone Out from Boneville,3,0,0.0,0.0,0.0,0.0
Bone The Great Cow Race,3,0,0.0,0.0,0.0,0.0
Boo Bunny Plague,1,1,2.3,1.0,2.3,0.0
BookWorm Adventures Volume 2,2,2,120.5,1.0,60.25,66.11448404094219
BookWorm Deluxe,8,2,13.8,0.25,6.9,0.28284271247461895
Bookworm Adventures Deluxe,5,4,74.9,0.8,18.725,16.341639044681738
Booster Trooper,3,3,2.1,1.0,0.7000000000000001,0.5567764362830021
Borderlands,183,146,4742.799999999999,0.7978142076502732,32.48493150684931,55.92800340149855
Borderlands 2,429,386,22667.899999999994,0.8997668997668997,58.72512953367874,100.27669209370592
Borderlands 2 Headhunter 1 Bloody Harvest,43,0,0.0,0.0,0.0,0.0
Borderlands 2 Headhunter 2 Wattle Gobbler,42,0,0.0,0.0,0.0,0.0
Borderlands 2 Headhunter 3 Mercenary Day,38,0,0.0,0.0,0.0,0.0
Borderlands 2 Headhunter 4 Wedding Day Massacre,45,0,0.0,0.0,0.0,0.0
Borderlands 2 Headhunter 5 Son of Crawmerax,42,0,0.0,0.0,0.0,0.0
Borderlands 2 RU,33,20,961.3,0.6060606060606061,48.065,108.35894675616436
Borderlands DLC Claptraps New Robot Revolution,128,0,0.0,0.0,0.0,0.0
Borderlands DLC Mad Moxxi's Underdome Riot,135,0,0.0,0.0,0.0,0.0
Borderlands DLC The Secret Armory of General Knoxx,138,0,0.0,0.0,0.0,0.0
Borderlands DLC The Zombie Island of Dr. Ned,139,0,0.0,0.0,0.0,0.0
Borderlands The Pre-Sequel,82,76,2852.1,0.926829268292683,37.527631578947364,42.83152296672536
Borderless Gaming,1,1,13.1,1.0,13.1,0.0
Borealis,7,4,7.300000000000001,0.5714285714285714,1.8250000000000002,2.3977419933484643
Boring Man - Online Tactical Stickman Combat,34,21,76.39999999999999,0.6176470588235294,3.6380952380952376,11.245953769710962
Boson X,6,6,28.2,1.0,4.7,7.019971509913698
Botanicula,24,16,49.3,0.6666666666666666,3.08125,2.236431309027845
Bound By Flame,12,7,85.7,0.5833333333333334,12.242857142857144,25.577128920375795
Braid,77,40,115.49999999999997,0.5194805194805194,2.8874999999999993,2.9399273931379795
Brawl Busters,15,0,0.0,0.0,0.0,0.0
Brawlhalla,91,65,458.6,0.7142857142857143,7.055384615384615,10.33257940281054
Breach,4,3,12.8,0.75,4.266666666666667,3.5949038002891447
Breach & Clear,7,4,7.6,0.5714285714285714,1.9,2.055885859347903
Breach & Clear Deadline,1,0,0.0,0.0,0.0,0.0
Break Into Zatwor,8,3,5.0,0.375,1.6666666666666667,1.2342339054382412
Break the Cube,1,0,0.0,0.0,0.0,0.0
Breath of Death VII ,33,8,8.1,0.24242424242424243,1.0125,1.2586131823785824
Breezeblox,1,1,48.0,1.0,48.0,0.0
Brick-Force,92,41,50.4,0.44565217391304346,1.2292682926829268,2.602330100356124
Brick-Force (US),1,0,0.0,0.0,0.0,0.0
Bridge Constructor,14,6,21.1,0.42857142857142855,3.516666666666667,4.767983501090022
Bridge Constructor Medieval,3,1,1.7,0.3333333333333333,1.7,0.0
Bridge Constructor Playground,4,0,0.0,0.0,0.0,0.0
Bridge It (plus),4,2,2.6,0.5,1.3,0.7071067811865476
Bridge Project,16,7,10.2,0.4375,1.457142857142857,1.4853250405855536
Brilliant Bob,7,4,27.800000000000004,0.5714285714285714,6.950000000000001,4.82873344332307
Brink of Consciousness Dorian Gray Syndrome,2,0,0.0,0.0,0.0,0.0
Brink of Consciousness The Lonely Hearts Murders,1,0,0.0,0.0,0.0,0.0
Broforce,30,26,688.3999999999999,0.8666666666666667,26.47692307692307,84.23526248640677
Broken Age,20,16,157.3,0.8,9.83125,9.118605065103617
Broken Sword 1 - Shadow of the Templars Director's Cut,20,5,27.2,0.25,5.4399999999999995,6.117025420905164
Broken Sword 2 - the Smoking Mirror Remastered,20,1,5.7,0.05,5.7,0.0
Broken Sword 3 - the Sleeping Dragon,9,1,0.4,0.1111111111111111,0.4,0.0
Broken Sword 4 - the Angel of Death,1,1,21.0,1.0,21.0,0.0
Broken Sword 5 - the Serpent's Curse,9,6,85.80000000000001,0.6666666666666666,14.300000000000002,10.377475608258493
Brothers - A Tale of Two Sons,64,40,95.60000000000002,0.625,2.3900000000000006,1.7532095110806323
Brothers in Arms Earned in Blood,3,0,0.0,0.0,0.0,0.0
Brothers in Arms Hell's Highway,5,4,22.199999999999996,0.8,5.549999999999999,5.726255320888162
Brothers in Arms Road to Hill 30,5,2,16.5,0.4,8.25,6.151828996322963
Brtal Legend,76,36,218.29999999999998,0.47368421052631576,6.063888888888888,6.9266010125675335
Buccaneer The Pursuit of Infamy,1,1,7.2,1.0,7.2,0.0
Build-A-Lot,1,1,8.9,1.0,8.9,0.0
Build-A-Lot 2,1,1,5.2,1.0,5.2,0.0
Build-A-Lot 3,1,0,0.0,0.0,0.0,0.0
Build-A-Lot 4,1,1,97.0,1.0,97.0,0.0
Bullet Candy,3,0,0.0,0.0,0.0,0.0
Bullet Heaven 2,1,1,5.3,1.0,5.3,0.0
Bullet Heaven 2 - Soundtrack,1,0,0.0,0.0,0.0,0.0
Bullet Run,15,0,0.0,0.0,0.0,0.0
Bulletstorm,28,23,299.80000000000007,0.8214285714285714,13.034782608695656,29.042548859712277
Bully Scholarship Edition,35,23,235.2,0.6571428571428571,10.226086956521739,20.31757451055846
Bumbledore,1,0,0.0,0.0,0.0,0.0
Bunch Of Heroes,16,10,8.0,0.625,0.8,0.6548960901462832
Burgers,6,2,16.6,0.3333333333333333,8.3,0.7071067811865485
Burn Zombie Burn,5,3,5.4,0.6,1.8,1.4730919862656235
Burnout Paradise The Ultimate Box,129,83,475.70000000000005,0.6434108527131783,5.73132530120482,8.381162497382016
Burstfire,5,2,3.3000000000000003,0.4,1.6500000000000001,2.0506096654409878
Bus Driver,10,6,1.3,0.6,0.21666666666666667,0.19407902170679517
Bus-Simulator 2012,2,1,3.2,0.5,3.2,0.0
Butsbal,1,0,0.0,0.0,0.0,0.0
Buzz Aldrin's Space Program Manager,1,1,4.5,1.0,4.5,0.0
C-RUSH,2,0,0.0,0.0,0.0,0.0
C9,44,6,2.7,0.13636363636363635,0.45,0.6252999280345392
CAFE 0 ~The Drowned Mermaid~,1,1,3.0,1.0,3.0,0.0
CAFE 0 ~The Drowned Mermaid~ - Japanese Voice Add-On,1,0,0.0,0.0,0.0,0.0
CID The Dummy,1,1,4.4,1.0,4.4,0.0
COH2 - The Western Front Armies Oberkommando West,47,0,0.0,0.0,0.0,0.0
COH2 - The Western Front Armies US Forces,32,0,0.0,0.0,0.0,0.0
CONSORTIUM,2,0,0.0,0.0,0.0,0.0
CRYENGINE,1,1,0.1,1.0,0.1,0.0
CRYPTARK,1,1,0.7,1.0,0.7,0.0
CSGO Player Profiles,9,0,0.0,0.0,0.0,0.0
CSGO Player Profiles - Device,9,0,0.0,0.0,0.0,0.0
CSGO Player Profiles - Edward,9,0,0.0,0.0,0.0,0.0
CSGO Player Profiles - Fallen,9,0,0.0,0.0,0.0,0.0
CSGO Player Profiles - Get_Right,9,0,0.0,0.0,0.0,0.0
CSGO Player Profiles - KennyS,9,0,0.0,0.0,0.0,0.0
CSGO Player Profiles - Markeloff,9,0,0.0,0.0,0.0,0.0
CSGO Player Profiles - N0thing,9,0,0.0,0.0,0.0,0.0
CSGO Player Profiles - Olofmeister,9,0,0.0,0.0,0.0,0.0
CSGO Player Profiles - Taz,9,0,0.0,0.0,0.0,0.0
CT Special Forces Fire for Effect,6,0,0.0,0.0,0.0,0.0
Cabela's African Adventures,1,1,0.7,1.0,0.7,0.0
Cabela's Big Game Hunter Pro Hunts,4,3,20.1,0.75,6.7,5.586591089385368
Cabela's Dangerous Hunts 2013,1,1,0.8,1.0,0.8,0.0
Cabela's Hunting Expeditions,1,1,3.5,1.0,3.5,0.0
Cabelas Trophy Bucks,1,1,3.4,1.0,3.4,0.0
CaesarIA,12,3,1.8,0.25,0.6,0.45825756949558405
Cakewalk Loop Manager,24,0,0.0,0.0,0.0,0.0
Cakewalk Sound Center,3,0,0.0,0.0,0.0,0.0
Calibre 10 Racing Series,1,0,0.0,0.0,0.0,0.0
Call of Cthulhu Dark Corners of the Earth,9,4,48.8,0.4444444444444444,12.2,12.02746856158851
Call of Duty,10,3,8.899999999999999,0.3,2.9666666666666663,2.514623895005639
Call of Duty 2,13,8,41.5,0.6153846153846154,5.1875,8.761512834143264
Call of Duty 4 Modern Warfare,67,60,1223.8000000000002,0.8955223880597015,20.39666666666667,25.528820314825882
Call of Duty Advanced Warfare,76,52,535.1000000000001,0.6842105263157895,10.290384615384617,12.340150626966805
Call of Duty Advanced Warfare - Multiplayer,76,61,3096.3999999999987,0.8026315789473685,50.760655737704894,135.04616158766913
Call of Duty Black Ops,254,227,3875.9999999999977,0.8937007874015748,17.0748898678414,27.484248656521086
Call of Duty Black Ops - Multiplayer,254,198,17144.499999999996,0.7795275590551181,86.58838383838382,207.79441107870866
Call of Duty Black Ops - Multiplayer OSX,4,2,62.7,0.5,31.35,40.517218561989175
Call of Duty Black Ops - OSX,4,3,31.8,0.75,10.6,4.877499359302879
Call of Duty Black Ops II,168,113,1420.1000000000001,0.6726190476190477,12.567256637168143,40.25129643537201
Call of Duty Black Ops II - Multiplayer,168,151,13816.300000000001,0.8988095238095238,91.49867549668875,156.73938581256678
Call of Duty Black Ops II - Zombies,168,115,1388.9,0.6845238095238095,12.077391304347827,41.35428457589533
